CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
00.080.671/0001-00;2023-09-30;1;CARAMURU ALIMENTOS S.A.;24444000;0;24444000;0;0;0
00.192.769/0001-59;2023-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.192.769/0001-59;2023-06-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.192.769/0001-59;2023-09-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.194.724/0001-13;2023-03-31;1;AUREN OPERAÇÕES S.A.;2014441535;0;2014441535;0;0;0
00.194.724/0001-13;2023-06-30;1;AUREN OPERAÇÕES S.A.;2014441535;0;2014441535;0;0;0
00.194.724/0001-13;2023-09-30;1;AUREN OPERAÇÕES S.A.;2014441535;0;2014441535;0;0;0
00.242.184/0001-04;2023-03-31;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;346016041;0;346016041;686800;0;686800
00.242.184/0001-04;2023-06-30;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;346016041;0;346016041;686800;0;686800
00.242.184/0001-04;2023-09-30;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;346016041;0;346016041;456673;0;456673
00.272.185/0001-93;2023-03-31;1;CIMS S.A.;21322051;42643942;63965993;0;0;0
00.272.185/0001-93;2023-06-30;1;CIMS S.A.;22976853;45953546;68930399;0;0;0
00.272.185/0001-93;2023-09-30;1;CIMS S.A.;22976853;45953546;68930399;0;0;0
00.336.701/0001-04;2023-03-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;67975599;18407491;86383090;193;0;193
00.336.701/0001-04;2023-06-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;67975599;18407491;86383090;193;0;193
00.336.701/0001-04;2023-09-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;67975599;18407491;86383090;193;0;193
00.359.742/0001-08;2023-03-31;1;FICTOR ALIMENTOS S.A.;23805;0;23805;0;0;0
00.359.742/0001-08;2023-06-30;1;FICTOR ALIMENTOS S.A.;23805;0;23805;0;0;0
00.359.742/0001-08;2023-09-30;1;FICTOR ALIMENTOS S.A.;23805;0;23805;0;0;0
00.383.281/0001-09;2023-03-31;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.383.281/0001-09;2023-06-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.383.281/0001-09;2023-09-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.389.481/0001-79;2023-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;211816;0;211816;0;0;0
00.389.481/0001-79;2023-06-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;211816;0;211816;0;0;0
00.389.481/0001-79;2023-09-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;211816;0;211816;0;0;0
00.545.378/0001-70;2023-03-31;1;SERRA AZUL WATER PARK SA;29188116;0;29188116;0;0;0
00.545.378/0001-70;2023-06-30;1;SERRA AZUL WATER PARK SA;29188116;0;29188116;0;0;0
00.545.378/0001-70;2023-09-30;1;SERRA AZUL WATER PARK SA;29188116;0;29188116;2;0;2
00.622.416/0001-41;2023-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;454331401;0;454331401;0;0;0
00.622.416/0001-41;2023-06-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;454331401;0;454331401;0;0;0
00.622.416/0001-41;2023-09-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;454331401;0;454331401;0;0;0
00.644.907/0001-93;2023-03-31;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.644.907/0001-93;2023-06-30;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.644.907/0001-93;2023-09-30;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.743.065/0001-27;2023-03-31;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.743.065/0001-27;2023-06-30;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.743.065/0001-27;2023-09-30;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.776.574/0001-56;2023-03-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;902529503;0;902529503;7416;0;7416
00.776.574/0001-56;2023-06-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;902529503;0;902529503;7416;0;7416
00.776.574/0001-56;2023-09-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;902529503;0;902529503;7416;0;7416
00.864.214/0001-06;2023-03-31;2;ENERGISA S.A.;800898864;1238187676;2039086540;0;0;0
00.864.214/0001-06;2023-06-30;1;ENERGISA S.A.;800898864;1238187676;2039086540;754475;3017900;3772375
00.864.214/0001-06;2023-09-30;1;ENERGISA S.A.;800898864;1238187676;2039086540;754475;3017900;3772375
00.873.894/0001-24;2023-03-31;1;LETS RENT A CAR S/A;478986;0;478986;0;0;0
00.873.894/0001-24;2023-06-30;1;LETS RENT A CAR S/A;578986;0;578986;0;0;0
00.873.894/0001-24;2023-09-30;1;LETS RENT A CAR S/A;578986;0;578986;0;0;0
00.897.864/0001-58;2023-03-31;2;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.897.864/0001-58;2023-06-30;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.897.864/0001-58;2023-09-30;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.924.429/0001-75;2023-03-31;1;FERROVIA CENTRO-ATLANTICA S.A.;142807784;19;142807803;0;0;0
00.924.429/0001-75;2023-06-30;2;FERROVIA CENTRO-ATLANTICA S.A.;142807783;20;142807803;0;0;0
00.924.429/0001-75;2023-09-30;1;FERROVIA CENTRO-ATLANTICA S.A.;142807783;20;142807803;0;0;0
00.938.574/0001-05;2023-03-31;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.938.574/0001-05;2023-06-30;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.938.574/0001-05;2023-09-30;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.974.211/0001-25;2023-03-31;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.974.211/0001-25;2023-06-30;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.974.211/0001-25;2023-09-30;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.979.969/0001-56;2023-03-31;1;CAIXA ADM DIV PUB ESTADUAL SA;69150262;0;69150262;0;0;0
00.979.969/0001-56;2023-06-30;1;CAIXA ADM DIV PUB ESTADUAL SA;69150262;0;69150262;0;0;0
00.979.969/0001-56;2023-09-30;1;CAIXA ADM DIV PUB ESTADUAL SA;69150262;0;69150262;0;0;0
01.027.058/0001-91;2023-03-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;18379120;0;18379120
01.027.058/0001-91;2023-06-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;22587695;0;22587695
01.027.058/0001-91;2023-09-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;19613152;0;19613152
01.083.200/0001-18;2023-03-31;1;NEOENERGIA S.A.;1213796848;0;1213796848;400;0;400
01.083.200/0001-18;2023-06-30;1;NEOENERGIA S.A.;1213797248;0;1213797248;1605370;0;1605370
01.083.200/0001-18;2023-09-30;1;NEOENERGIA S.A.;1213797248;0;1213797248;1605370;0;1605370
01.104.937/0001-70;2023-03-31;2;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764889;0;11764889;0;0;0
01.104.937/0001-70;2023-06-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764889;0;11764889;0;0;0
01.104.937/0001-70;2023-09-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764889;0;11764889;0;0;0
01.107.327/0001-20;2023-03-31;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.107.327/0001-20;2023-06-30;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.107.327/0001-20;2023-09-30;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.258.944/0001-26;2023-03-31;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.258.944/0001-26;2023-06-30;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.258.944/0001-26;2023-09-30;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.319.044/0001-41;2023-03-31;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.319.044/0001-41;2023-06-30;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.319.044/0001-41;2023-09-30;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.417.222/0001-77;2023-03-31;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.417.222/0001-77;2023-06-30;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.417.222/0001-77;2023-09-30;1;MRS LOGISTICA S.A.;188333;151667;340000;1122;901;2023
01.543.032/0001-04;2023-03-31;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.543.032/0001-04;2023-06-30;2;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.543.032/0001-04;2023-09-30;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.545.826/0001-07;2023-03-31;1;GAFISA S.A.;51140;0;51140;33;0;33
01.545.826/0001-07;2023-06-30;1;GAFISA S.A.;60422;0;60422;33;0;33
01.545.826/0001-07;2023-09-30;1;GAFISA S.A.;63260;0;63260;33;0;33
01.548.981/0001-79;2023-03-31;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.548.981/0001-79;2023-06-30;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.548.981/0001-79;2023-09-30;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.599.101/0001-93;2023-03-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;140584517;0;140584517;0;0;0
01.599.101/0001-93;2023-06-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;140702013;0;140702013;0;0;0
01.599.101/0001-93;2023-09-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;206985433;0;206985433;0;0;0
01.616.929/0001-02;2023-03-31;1;SANEAMENTO DE GOIAS SA;1866906374;648639993;2515546367;0;0;0
01.616.929/0001-02;2023-06-30;1;SANEAMENTO DE GOIAS SA;1866906374;648639993;2515546367;0;0;0
01.616.929/0001-02;2023-09-30;1;SANEAMENTO DE GOIAS SA;1866906375;648639993;2515546368;0;0;0
01.637.895/0001-32;2023-03-31;1;VOTORANTIM CIMENTOS S.A.;9225042782;300571428;9525614210;0;0;0
01.637.895/0001-32;2023-06-30;1;VOTORANTIM CIMENTOS S.A.;9225042782;300571428;9525614210;0;0;0
01.637.895/0001-32;2023-09-30;1;VOTORANTIM CIMENTOS S.A.;9225042782;300571428;9525614210;0;0;0
01.838.723/0001-27;2023-03-31;1;BRF S.A.;1078116849;0;1078116849;4356397;0;4356397
01.838.723/0001-27;2023-06-30;1;BRF S.A.;1082473246;0;1082473246;4206779;0;4206779
01.838.723/0001-27;2023-09-30;1;BRF S.A.;1682473246;0;1682473246;3817179;0;3817179
01.851.771/0001-55;2023-03-31;1;524 PARTICIPACOES S.A.;1377041061;0;1377041061;0;0;0
01.851.771/0001-55;2023-06-30;1;524 PARTICIPACOES S.A.;4234183918;0;4234183918;0;0;0
01.851.771/0001-55;2023-09-30;1;524 PARTICIPACOES S.A.;4234183918;0;4234183918;0;0;0
01.896.779/0001-38;2023-03-31;1;CSU DIGITAL S.A.;41800;0;41800;567;0;567
01.896.779/0001-38;2023-06-30;1;CSU DIGITAL S.A.;41800;0;41800;564;0;564
01.896.779/0001-38;2023-09-30;1;CSU DIGITAL S.A.;41800;0;41800;543;0;543
01.917.818/0001-36;2023-03-31;2;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.917.818/0001-36;2023-06-30;1;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.917.818/0001-36;2023-09-30;1;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.938.783/0001-11;2023-03-31;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.938.783/0001-11;2023-06-30;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.938.783/0001-11;2023-09-30;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.957.772/0001-89;2023-03-31;2;SUL 116 PARTICIPACOES S.A.;83596903;0;83596903;0;0;0
01.957.772/0001-89;2023-06-30;2;SUL 116 PARTICIPACOES S.A.;835969030;0;835969030;0;0;0
01.957.772/0001-89;2023-09-30;1;SUL 116 PARTICIPACOES S.A.;83597;0;83597;0;0;0
01.968.293/0001-68;2023-03-31;1;ELETRORIVER S.A.;61659882;0;61659882;0;0;0
01.968.293/0001-68;2023-06-30;1;ELETRORIVER S.A.;61659882;0;61659882;0;0;0
01.968.293/0001-68;2023-09-30;1;ELETRORIVER S.A.;30829941;30829941;61659882;0;0;0
01.989.044/0001-59;2023-03-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
01.989.044/0001-59;2023-06-30;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
01.989.044/0001-59;2023-09-30;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
02.016.440/0001-62;2023-03-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.016.440/0001-62;2023-06-30;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.016.440/0001-62;2023-09-30;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.031.413/0001-69;2023-03-31;1;PETRO RIO JAGUAR PETRÓLEO S.A.;497216581900;0;497216581900;0;0;0
02.031.413/0001-69;2023-06-30;1;PETRO RIO JAGUAR PETRÓLEO S.A.;497216581900;0;497216581900;0;0;0
02.031.413/0001-69;2023-09-30;1;PETRO RIO JAGUAR PETRÓLEO S.A.;497216581900;0;497216581900;0;0;0
02.041.460/0001-93;2023-03-31;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;16380772850;0;16380772850;0;0;0
02.041.460/0001-93;2023-06-30;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;16380772850;0;16380772850;0;0;0
02.041.460/0001-93;2023-09-30;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;17905442370;0;17905442370;0;0;0
02.062.747/0001-08;2023-03-31;1;SUDESTE S.A.;2967087415;0;2967087415;0;0;0
02.062.747/0001-08;2023-06-30;1;SUDESTE S.A.;8184478719;0;8184478719;0;0;0
02.062.747/0001-08;2023-09-30;1;SUDESTE S.A.;8184478719;0;8184478719;0;0;0
02.149.205/0001-69;2023-03-31;2;PORTO SEGURO S.A.;646586;0;646586;6455;0;6455
02.149.205/0001-69;2023-06-30;3;PORTO SEGURO S.A.;646586;0;646586;5495;0;5495
02.149.205/0001-69;2023-09-30;4;PORTO SEGURO S.A.;646586;0;646586;5495;0;5495
02.162.616/0001-94;2023-03-31;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.162.616/0001-94;2023-06-30;2;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.162.616/0001-94;2023-09-30;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.193.750/0001-52;2023-03-31;1;DEXXOS PARTICIPAÇÕES S.A.;88241730;5771805;94013535;0;365381;365381
02.193.750/0001-52;2023-06-30;1;DEXXOS PARTICIPAÇÕES S.A.;88241730;5771805;94013535;0;365381;365381
02.193.750/0001-52;2023-09-30;1;DEXXOS PARTICIPAÇÕES S.A.;88241730;5771805;94013535;0;365381;365381
02.201.787/0001-85;2023-03-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.201.787/0001-85;2023-06-30;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.201.787/0001-85;2023-09-30;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.217.319/0001-07;2023-03-31;6;YBYRÁ CAPITAL S.A.;116574000;553320;117127320;0;0;0
02.217.319/0001-07;2023-06-30;5;YBYRÁ CAPITAL S.A.;116574000;116574000;233148000;0;0;0
02.217.319/0001-07;2023-09-30;5;YBYRÁ CAPITAL S.A.;116574000;116574000;233148000;0;0;0
02.255.187/0001-08;2023-03-31;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;362049609;0;362049609;9000000;0;9000000
02.255.187/0001-08;2023-06-30;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;362049609;0;362049609;9000000;0;9000000
02.255.187/0001-08;2023-09-30;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;362049609;0;362049609;9000000;0;9000000
02.258.422/0001-97;2023-03-31;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246385;66035;312420;0;0;0
02.258.422/0001-97;2023-06-30;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.258.422/0001-97;2023-09-30;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.281.836/0001-37;2023-03-31;1;TRANSNORDESTINA LOGISTICA SA;26099763;26099748;52199511;0;0;0
02.281.836/0001-37;2023-06-30;1;TRANSNORDESTINA LOGISTICA SA;28313622;27649471;55963093;0;0;0
02.281.836/0001-37;2023-09-30;1;TRANSNORDESTINA LOGISTICA SA;28313622;27649471;55963093;0;0;0
02.286.479/0001-08;2023-03-31;2;LOCALIZA FLEET S.A.;120494;0;120494;0;0;0
02.286.479/0001-08;2023-06-30;1;LOCALIZA FLEET S.A.;120494;0;120494;0;0;0
02.286.479/0001-08;2023-09-30;1;LOCALIZA FLEET S.A.;120493746;0;120493746;0;0;0
02.291.077/0001-93;2023-03-31;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.291.077/0001-93;2023-06-30;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.291.077/0001-93;2023-09-30;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.302.100/0001-06;2023-03-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.100/0001-06;2023-06-30;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.100/0001-06;2023-09-30;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.101/0001-42;2023-03-31;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.302.101/0001-42;2023-06-30;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.302.101/0001-42;2023-09-30;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.328.280/0001-97;2023-03-31;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.328.280/0001-97;2023-06-30;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.328.280/0001-97;2023-09-30;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.338.534/0001-58;2023-03-31;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.338.534/0001-58;2023-06-30;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.338.534/0001-58;2023-09-30;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.351.144/0001-18;2023-03-31;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.144/0001-18;2023-06-30;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.144/0001-18;2023-09-30;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.877/0001-52;2023-03-31;1;LWSA S/A;594090098;0;594090098;3048472;0;3048472
02.351.877/0001-52;2023-06-30;1;LWSA S/A;594090098;0;594090098;6228472;0;6228472
02.351.877/0001-52;2023-09-30;1;LWSA S/A;595764158;0;595764158;6228472;0;6228472
02.357.251/0001-53;2023-03-31;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.357.251/0001-53;2023-06-30;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.357.251/0001-53;2023-09-30;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.365.069/0001-44;2023-03-31;2;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.365.069/0001-44;2023-06-30;1;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.365.069/0001-44;2023-09-30;1;PADTEC HOLDING S.A.;79215;0;79215;0;0;0
02.382.073/0001-10;2023-03-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.382.073/0001-10;2023-06-30;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.382.073/0001-10;2023-09-30;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.387.241/0001-60;2023-03-31;1;RUMO S.A.;1854158791;0;1854158791;1652996;0;1652996
02.387.241/0001-60;2023-06-30;1;RUMO S.A.;1854158791;0;1854158791;1435181;0;1435181
02.387.241/0001-60;2023-09-30;1;RUMO S.A.;1854868949;0;1854868949;910479;0;910479
02.397.080/0001-96;2023-03-31;1;ITAPEBI GERACAO DE ENERGIA S.A.;85060;0;85060;0;0;0
02.397.080/0001-96;2023-06-30;1;ITAPEBI GERACAO DE ENERGIA S.A.;85060;0;85060;0;0;0
02.397.080/0001-96;2023-09-30;1;ITAPEBI GERACAO DE ENERGIA S.A.;85060;0;85060;0;0;0
02.415.408/0001-50;2023-03-31;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.415.408/0001-50;2023-06-30;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.415.408/0001-50;2023-09-30;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.421.421/0001-11;2023-03-31;1;TIM S.A.;2420804398;0;2420804398;12247;0;12247
02.421.421/0001-11;2023-06-30;1;TIM S.A.;2420804398;0;2420804398;12247;0;12247
02.421.421/0001-11;2023-09-30;1;TIM S.A.;2420804398;0;2420804398;205362;0;205362
02.429.144/0001-93;2023-03-31;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.429.144/0001-93;2023-06-30;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.429.144/0001-93;2023-09-30;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.451.848/0001-62;2023-03-31;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.451.848/0001-62;2023-06-30;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.451.848/0001-62;2023-09-30;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.474.103/0001-19;2023-03-31;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.474.103/0001-19;2023-06-30;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.474.103/0001-19;2023-09-30;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.502.844/0001-66;2023-03-31;1;RUMO MALHA PAULISTA S.A.;1766438661417;3266355797112;5032794458529;0;0;0
02.502.844/0001-66;2023-06-30;1;RUMO MALHA PAULISTA S.A.;1766438661417;3266355797112;5032794458529;0;0;0
