CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;QT_ACAO_ORDIN_CAP_INTEGR;QT_ACAO_PREF_CAP_INTEGR;QT_ACAO_TOTAL_CAP_INTEGR;QT_ACAO_ORDIN_TESOURO;QT_ACAO_PREF_TESOURO;QT_ACAO_TOTAL_TESOURO
00.080.671/0001-00;2022-09-30;2;CARAMURU ALIMENTOS S.A.;24444000;0;24444000;0;0;0
00.192.769/0001-59;2022-03-31;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.192.769/0001-59;2022-06-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.192.769/0001-59;2022-09-30;1;NEUMARKT TRADE AND FINANCIAL CENTER S/A;10000;0;10000;0;0;0
00.194.724/0001-13;2022-03-31;1;AUREN OPERAÇÕES S.A.;1995532616;0;1995532616;0;0;0
00.194.724/0001-13;2022-06-30;1;AUREN OPERAÇÕES S.A.;1995532616;0;1995532616;0;0;0
00.194.724/0001-13;2022-09-30;1;AUREN OPERAÇÕES S.A.;1995532616;0;1995532616;0;0;0
00.242.184/0001-04;2022-03-31;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;345759521;0;345759521;0;0;0
00.242.184/0001-04;2022-06-30;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;345759521;0;345759521;480400;0;480400
00.242.184/0001-04;2022-09-30;1;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;345759521;0;345759521;686800;0;686800
00.272.185/0001-93;2022-03-31;1;CIMS S.A.;19170808;38341456;57512264;0;0;0
00.272.185/0001-93;2022-06-30;1;CIMS S.A.;19170808;38341456;57512264;0;0;0
00.272.185/0001-93;2022-09-30;1;CIMS S.A.;19170808;38341456;57512264;0;0;0
00.336.701/0001-04;2022-03-31;1;TELEC BRASILEIRAS S.A. TELEBRAS;49457271;18407491;67864762;193;0;193
00.336.701/0001-04;2022-06-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;49457271;18407491;67864762;193;0;193
00.336.701/0001-04;2022-09-30;1;TELEC BRASILEIRAS S.A. TELEBRAS;49457271;18407491;67864762;193;0;193
00.359.742/0001-08;2022-03-31;1;FICTOR ALIMENTOS S.A.;20898;0;20898;0;0;0
00.359.742/0001-08;2022-06-30;1;FICTOR ALIMENTOS S.A.;23805;0;23805;0;0;0
00.359.742/0001-08;2022-09-30;1;FICTOR ALIMENTOS S.A.;23805;0;23805;0;0;0
00.383.281/0001-09;2022-03-31;2;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.383.281/0001-09;2022-06-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.383.281/0001-09;2022-09-30;1;BNDES PARTICIPACOES S.A. - BNDESPAR;1000000;0;1000000;0;0;0
00.389.481/0001-79;2022-03-31;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;188905;0;188905;0;0;0
00.389.481/0001-79;2022-06-30;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;211816;0;211816;0;0;0
00.389.481/0001-79;2022-09-30;1;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;211816;0;211816;0;0;0
00.416.968/0001-01;2022-03-31;1;BANCO INTER S.A.;1293373691;1285229952;2578603643;0;0;0
00.416.968/0001-01;2022-06-30;1;BANCO INTER S.A.;1297308713;1296289296;2593598009;4261400;5333500;9594900
00.416.968/0001-01;2022-09-30;1;BANCO INTER S.A.;1297308713;1296289296;2593598009;4261400;5333500;9594900
00.545.378/0001-70;2022-03-31;1;SERRA AZUL WATER PARK SA;29188116;0;29188116;0;0;0
00.545.378/0001-70;2022-06-30;1;SERRA AZUL WATER PARK SA;29188116;0;29188116;0;0;0
00.545.378/0001-70;2022-09-30;1;SERRA AZUL WATER PARK SA;29188116;0;29188116;0;0;0
00.622.416/0001-41;2022-03-31;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;454331401;0;454331401;0;0;0
00.622.416/0001-41;2022-06-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;454331401;0;454331401;0;0;0
00.622.416/0001-41;2022-09-30;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;454331401;0;454331401;0;0;0
00.644.907/0001-93;2022-03-31;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.644.907/0001-93;2022-06-30;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.644.907/0001-93;2022-09-30;1;INVESTCO S.A.;402202;384204;786406;0;0;0
00.743.065/0001-27;2022-03-31;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.743.065/0001-27;2022-06-30;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.743.065/0001-27;2022-09-30;1;LITEL PARTICIPACOES S.A.;215495;0;215495;0;0;0
00.776.574/0001-56;2022-03-31;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;907111041;0;907111041;7254093;0;7254093
00.776.574/0001-56;2022-06-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;907116900;0;907116900;8353919;0;8353919
00.776.574/0001-56;2022-09-30;1;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;909774507;0;909774507;8353910;0;8353910
00.864.214/0001-06;2022-03-31;1;ENERGISA S.A.;756010104;1058632636;1814642740;923837;3695348;4619185
00.864.214/0001-06;2022-06-30;2;ENERGISA S.A.;756010104;1058632636;1814642740;754475;3017900;3772375
00.864.214/0001-06;2022-09-30;2;ENERGISA S.A.;800898864;1238187676;2039086540;0;0;0
00.897.864/0001-58;2022-03-31;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.897.864/0001-58;2022-06-30;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.897.864/0001-58;2022-09-30;1;SANTA CATARINA PART INVEST SA;200;0;200;0;0;0
00.924.429/0001-75;2022-03-31;2;FERROVIA CENTRO-ATLANTICA S.A.;142807784;19;142807803;0;0;0
00.924.429/0001-75;2022-06-30;1;FERROVIA CENTRO-ATLANTICA S.A.;142807784;19;142807803;0;0;0
00.924.429/0001-75;2022-09-30;1;FERROVIA CENTRO-ATLANTICA S.A.;142807784;19;142807803;0;0;0
00.938.574/0001-05;2022-03-31;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.938.574/0001-05;2022-06-30;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.938.574/0001-05;2022-09-30;1;CONC RIO-TERESOPOLIS S.A.;48786;37680;86466;0;0;0
00.974.211/0001-25;2022-03-31;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.974.211/0001-25;2022-06-30;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.974.211/0001-25;2022-09-30;1;LINHA AMARELA S.A. - LAMSA;70666879;141333771;212000650;0;0;0
00.979.969/0001-56;2022-03-31;1;CAIXA ADM DIV PUB ESTADUAL SA;69150262;0;69150262;0;0;0
00.979.969/0001-56;2022-06-30;1;CAIXA ADM DIV PUB ESTADUAL SA;69150262;0;69150262;0;0;0
00.979.969/0001-56;2022-09-30;1;CAIXA ADM DIV PUB ESTADUAL SA;69150262;0;69150262;0;0;0
01.027.058/0001-91;2022-03-31;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;13117427;0;13117427
01.027.058/0001-91;2022-06-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;24170602;0;24170602
01.027.058/0001-91;2022-09-30;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2716815061;0;2716815061;22525809;0;22525809
01.083.200/0001-18;2022-03-31;2;NEOENERGIA S.A.;1213797248;0;1213797248;400;0;400
01.083.200/0001-18;2022-06-30;1;NEOENERGIA S.A.;1213797248;0;1213797248;400;0;400
01.083.200/0001-18;2022-09-30;1;NEOENERGIA S.A.;1213797248;0;1213797248;400;0;400
01.104.937/0001-70;2022-03-31;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764;0;11764;0;0;0
01.104.937/0001-70;2022-06-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764;0;11764;0;0;0
01.104.937/0001-70;2022-09-30;1;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;11764889;0;11764889;0;0;0
01.107.327/0001-20;2022-03-31;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.107.327/0001-20;2022-06-30;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.107.327/0001-20;2022-09-30;1;BBM LOGÍSTICA S.A.;40760818;0;40760818;0;0;0
01.258.944/0001-26;2022-03-31;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.258.944/0001-26;2022-06-30;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.258.944/0001-26;2022-09-30;1;RUMO MALHA SUL S.A.;45035110304475;68516168445415;113551278749890;0;0;0
01.319.044/0001-41;2022-03-31;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.319.044/0001-41;2022-06-30;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.319.044/0001-41;2022-09-30;1;WTC AMAZONAS SUITE HOTEL S.A.;100;0;100;0;0;0
01.417.222/0001-77;2022-03-31;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.417.222/0001-77;2022-06-30;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.417.222/0001-77;2022-09-30;1;MRS LOGISTICA S.A.;188333;151667;340000;0;0;0
01.543.032/0001-04;2022-03-31;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.543.032/0001-04;2022-06-30;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.543.032/0001-04;2022-09-30;1;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;283067254;0;283067254;0;0;0
01.545.826/0001-07;2022-03-31;1;GAFISA S.A.;337445;0;337445;296;0;296
01.545.826/0001-07;2022-06-30;1;GAFISA S.A.;337445;0;337445;296;0;296
01.545.826/0001-07;2022-09-30;1;GAFISA S.A.;37884;0;37884;33;0;33
01.548.981/0001-79;2022-03-31;1;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.548.981/0001-79;2022-06-30;2;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.548.981/0001-79;2022-09-30;2;INVESTIMENTOS BEMGE S.A.;792;1572;2364;0;0;0
01.599.101/0001-93;2022-03-31;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;139898823;0;139898823;0;0;0
01.599.101/0001-93;2022-06-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;140270473;0;140270473;0;0;0
01.599.101/0001-93;2022-09-30;1;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;140270473;0;140270473;0;0;0
01.616.929/0001-02;2022-03-31;1;SANEAMENTO DE GOIAS SA;1866906374;648639993;2515546367;0;0;0
01.616.929/0001-02;2022-06-30;1;SANEAMENTO DE GOIAS SA;1866906374;648639993;2515546367;0;0;0
01.616.929/0001-02;2022-09-30;1;SANEAMENTO DE GOIAS SA;1866906374;648639993;2515546367;0;0;0
01.838.723/0001-27;2022-03-31;1;BRF S.A.;1082473246;0;1082473246;5053554;0;5053554
01.838.723/0001-27;2022-06-30;1;BRF S.A.;1082473246;0;1082473246;4545683;0;4545683
01.838.723/0001-27;2022-09-30;1;BRF S.A.;1082473246;0;1082473246;4356397;0;4356397
01.851.771/0001-55;2022-03-31;1;524 PARTICIPACOES S.A.;446808503;0;446808503;0;0;0
01.851.771/0001-55;2022-06-30;1;524 PARTICIPACOES S.A.;1377041061;0;1377041061;0;0;0
01.851.771/0001-55;2022-09-30;1;524 PARTICIPACOES S.A.;1377041061;0;1377041061;0;0;0
01.896.779/0001-38;2022-03-31;1;CSU DIGITAL S.A.;41800;0;41800;657;0;657
01.896.779/0001-38;2022-06-30;1;CSU DIGITAL S.A.;41800;0;41800;654;0;654
01.896.779/0001-38;2022-09-30;1;CSU DIGITAL S.A.;41800;0;41800;571;0;571
01.917.818/0001-36;2022-03-31;2;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.917.818/0001-36;2022-06-30;1;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.917.818/0001-36;2022-09-30;2;LIGHT ENERGIA S.A.;77421581;0;77421581;0;0;0
01.938.783/0001-11;2022-03-31;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.938.783/0001-11;2022-06-30;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.938.783/0001-11;2022-09-30;1;CIA PARTICIPACOES ALIANCA DA BAHIA;6425139;6425139;12850278;0;0;0
01.957.772/0001-89;2022-03-31;3;SUL 116 PARTICIPACOES S.A.;83597;0;83597;0;0;0
01.957.772/0001-89;2022-06-30;1;SUL 116 PARTICIPACOES S.A.;83597;0;83597;0;0;0
01.957.772/0001-89;2022-09-30;1;SUL 116 PARTICIPACOES S.A.;83597;0;83597;0;0;0
01.968.293/0001-68;2022-03-31;1;ELETRORIVER S.A.;61659882;0;61659882;0;0;0
01.968.293/0001-68;2022-06-30;1;ELETRORIVER S.A.;61659882;0;61659882;0;0;0
01.968.293/0001-68;2022-09-30;1;ELETRORIVER S.A.;65931482;0;65931482;0;0;0
01.989.044/0001-59;2022-03-31;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
01.989.044/0001-59;2022-06-30;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
01.989.044/0001-59;2022-09-30;1;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;1000;0;1000;0;0;0
02.016.440/0001-62;2022-03-31;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.016.440/0001-62;2022-06-30;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.016.440/0001-62;2022-09-30;1;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;1125427;0;1125427;0;0;0
02.041.460/0001-93;2022-03-31;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;2066887;0;2066887;0;0;0
02.041.460/0001-93;2022-06-30;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;12997591191;0;12997591191;0;0;0
02.041.460/0001-93;2022-09-30;1;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;164690130;0;164690130;0;0;0
02.062.747/0001-08;2022-03-31;1;SUDESTE S.A.;1092087415;0;1092087415;0;0;0
02.062.747/0001-08;2022-06-30;1;SUDESTE S.A.;2967087415;0;2967087415;0;0;0
02.062.747/0001-08;2022-09-30;1;SUDESTE S.A.;2967087415;0;2967087415;0;0;0
02.105.040/0001-23;2022-03-31;1;VIRGO II COMPANHIA DE SECURITIZACAO;41403;246;41649;0;0;0
02.149.205/0001-69;2022-03-31;1;PORTO SEGURO S.A.;646586;0;646586;8735;0;8735
02.149.205/0001-69;2022-06-30;1;PORTO SEGURO S.A.;646586;0;646586;8735;0;8735
02.149.205/0001-69;2022-09-30;1;PORTO SEGURO S.A.;646586;0;646586;8563;0;8563
02.162.616/0001-94;2022-03-31;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.162.616/0001-94;2022-06-30;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.162.616/0001-94;2022-09-30;1;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;52437;0;52437;0;0;0
02.193.750/0001-52;2022-03-31;1;DEXXOS PARTICIPAÇÕES S.A.;88241730;5771805;94013535;0;367158;367158
02.193.750/0001-52;2022-06-30;1;DEXXOS PARTICIPAÇÕES S.A.;88241730;5771805;94013535;0;367158;367158
02.193.750/0001-52;2022-09-30;1;DEXXOS PARTICIPAÇÕES S.A.;88241730;5771805;94013535;0;365381;365381
02.201.787/0001-85;2022-03-31;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.201.787/0001-85;2022-06-30;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.201.787/0001-85;2022-09-30;1;CEL PARTICIPAÇÕES S.A. - CELPAR;2609000;30;2609030;0;0;0
02.217.319/0001-07;2022-03-31;1;YBYRÁ CAPITAL S.A.;116574000;200000;116774000;0;0;0
02.217.319/0001-07;2022-06-30;1;YBYRÁ CAPITAL S.A.;116574000;200000;116774000;0;0;0
02.217.319/0001-07;2022-09-30;1;YBYRÁ CAPITAL S.A.;116574000;553320;117127320;0;0;0
02.255.187/0001-08;2022-03-31;2;UNIFIQUE TELECOMUNICAÇÕES S.A.;362049609;0;362049609;6000000;0;6000000
02.255.187/0001-08;2022-06-30;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;362049609;0;362049609;9000000;0;9000000
02.255.187/0001-08;2022-09-30;1;UNIFIQUE TELECOMUNICAÇÕES S.A.;362049609;0;362049609;9000000;0;9000000
02.258.422/0001-97;2022-03-31;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.258.422/0001-97;2022-06-30;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.258.422/0001-97;2022-09-30;1;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;246386;66035;312421;0;0;0
02.281.836/0001-37;2022-03-31;1;TRANSNORDESTINA LOGISTICA SA;26099763;26099748;52199511;0;0;0
02.281.836/0001-37;2022-06-30;1;TRANSNORDESTINA LOGISTICA SA;26099763;26099748;52199511;0;0;0
02.281.836/0001-37;2022-09-30;1;TRANSNORDESTINA LOGISTICA SA;26099763;26099748;52199511;0;0;0
02.286.479/0001-08;2022-03-31;1;LOCALIZA FLEET S.A.;120494;0;120494;0;0;0
02.286.479/0001-08;2022-06-30;1;LOCALIZA FLEET S.A.;120494;0;120494;0;0;0
02.286.479/0001-08;2022-09-30;1;LOCALIZA FLEET S.A.;120494;0;120494;0;0;0
02.291.077/0001-93;2022-03-31;2;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.291.077/0001-93;2022-06-30;1;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.291.077/0001-93;2022-09-30;4;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;100;0;100;0;0;0
02.302.100/0001-06;2022-03-31;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.100/0001-06;2022-06-30;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.100/0001-06;2022-09-30;1;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;39091735;0;39091735;0;0;0
02.302.101/0001-42;2022-03-31;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.302.101/0001-42;2022-06-30;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.302.101/0001-42;2022-09-30;1;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;14705;22242;36947;0;0;0
02.328.280/0001-97;2022-03-31;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.328.280/0001-97;2022-06-30;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.328.280/0001-97;2022-09-30;1;ELEKTRO REDES S.A.;91881;101878;193759;0;0;0
02.338.534/0001-58;2022-03-31;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.338.534/0001-58;2022-06-30;2;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.338.534/0001-58;2022-09-30;1;LONGDIS S.A.;4849892;0;4849892;0;0;0
02.351.144/0001-18;2022-03-31;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.144/0001-18;2022-06-30;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.144/0001-18;2022-09-30;1;TEGMA GESTAO LOGISTICA S.A.;66002915;0;66002915;65143;0;65143
02.351.877/0001-52;2022-03-31;1;LWSA S/A;590247368;0;590247368;2748472;0;2748472
02.351.877/0001-52;2022-06-30;1;LWSA S/A;590247368;0;590247368;3048472;0;3048472
02.351.877/0001-52;2022-09-30;1;LWSA S/A;592510448;0;592510448;3048472;0;3048472
02.357.251/0001-53;2022-03-31;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.357.251/0001-53;2022-06-30;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.357.251/0001-53;2022-09-30;1;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2576438;0;2576438;0;0;0
02.365.069/0001-44;2022-03-31;1;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.365.069/0001-44;2022-06-30;1;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.365.069/0001-44;2022-09-30;1;PADTEC HOLDING S.A.;78450;0;78450;0;0;0
02.382.073/0001-10;2022-03-31;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.382.073/0001-10;2022-06-30;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.382.073/0001-10;2022-09-30;1;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;342985643;0;342985643;0;0;0
02.387.241/0001-60;2022-03-31;1;RUMO S.A.;1854158791;0;1854158791;2322927;0;2322927
02.387.241/0001-60;2022-06-30;1;RUMO S.A.;1854158791;0;1854158791;2192856;0;2192856
02.387.241/0001-60;2022-09-30;1;RUMO S.A.;1854158791;0;1854158791;1803056;0;1803056
02.397.080/0001-96;2022-03-31;1;ITAPEBI GERACAO DE ENERGIA S.A.;202525;0;202525;0;0;0
02.397.080/0001-96;2022-06-30;1;ITAPEBI GERACAO DE ENERGIA S.A.;202525;0;202525;0;0;0
02.397.080/0001-96;2022-09-30;1;ITAPEBI GERACAO DE ENERGIA S.A.;202525;0;202525;0;0;0
02.415.408/0001-50;2022-03-31;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.415.408/0001-50;2022-06-30;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.415.408/0001-50;2022-09-30;1;CONC ROD.OESTE SP VIAOESTE S.A;6988146121;6988146121;13976292242;0;0;0
02.421.421/0001-11;2022-03-31;1;TIM S.A.;2420804398;0;2420804398;398257;0;398257
02.421.421/0001-11;2022-06-30;1;TIM S.A.;2420804398;0;2420804398;2255774;0;2255774
02.421.421/0001-11;2022-09-30;1;TIM S.A.;2420679599;0;2420679599;124799;0;124799
02.429.144/0001-93;2022-03-31;1;CPFL ENERGIA S.A.;1152254440;0;0;0;0;0
02.429.144/0001-93;2022-06-30;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.429.144/0001-93;2022-09-30;1;CPFL ENERGIA S.A.;1152254440;0;1152254440;0;0;0
02.451.848/0001-62;2022-03-31;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.451.848/0001-62;2022-06-30;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.451.848/0001-62;2022-09-30;1;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;175000000;0;175000000;0;0;0
02.474.103/0001-19;2022-03-31;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.474.103/0001-19;2022-06-30;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.474.103/0001-19;2022-09-30;1;ENGIE BRASIL ENERGIA S.A.;815927740;0;815927740;0;0;0
02.502.844/0001-66;2022-03-31;1;RUMO MALHA PAULISTA S.A.;1766438661417;3266355797112;5032794458529;0;0;0
02.502.844/0001-66;2022-06-30;1;RUMO MALHA PAULISTA S.A.;1766438661417;3266355797112;5032794458529;0;0;0
02.502.844/0001-66;2022-09-30;1;RUMO MALHA PAULISTA S.A.;1766438661417;3266355797112;5032794458529;0;0;0
02.509.186/0001-34;2022-03-31;1;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;610;0;610;0;0;0
02.509.186/0001-34;2022-06-30;1;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;610;0;610;0;0;0
02.509.186/0001-34;2022-09-30;1;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;610;0;610;0;0;0
02.509.491/0001-26;2022-03-31;1;CONC ECOVIAS IMIGRANTES S.A.;262452;0;262452;0;0;0
