CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.04;Liberação de Garantia CCEE;26370.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.04;Liberação de Garantia CCEE;379.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.05;Dividendos e Juros sobre Capital Próprio Recebidos;5472.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.05;Dividendos e Juros sobre Capital Próprio Recebidos;4559.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.06;Outros Recebimentos;4927.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.06;Outros Recebimentos;8928.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.07;Fornecedores - Materiais e Serviços;-51795.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.07;Fornecedores - Materiais e Serviços;-43604.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.08;Fornecedores - Energia Elétrica;-20667.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.08;Fornecedores - Energia Elétrica;-19441.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.09;Contribuição de Iluminação Pública;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.09;Contribuição de Iluminação Pública;-1018.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.10;Salários e Encargos Sociais;-24866.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.10;Salários e Encargos Sociais;-31898.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.11;Pagamentos e Encargos da Dívida;-842.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.11;Pagamentos e Encargos da Dívida;-26.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.12;Impostos e Contribuições;-686660.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.12;Impostos e Contribuições;-76325.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.13;Encargos Setoriais;-4083.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.13;Encargos Setoriais;-2822.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.14;Arrendamento Operacional;-19882.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.14;Arrendamento Operacional;-33172.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.15;Outros Pagamentos;-21193.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.15;Outros Pagamentos;-12593.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.01.16;Caixa líquido proveniente das atividades operacionais de operação descontinuada;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.01.16;Caixa líquido proveniente das atividades operacionais de operação descontinuada;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02;Caixa Líquido Atividades de Investimento;2512785.0000000000;S
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02;Caixa Líquido Atividades de Investimento;-2863.0000000000;S
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02.01;Aquisição de Ativos Financeiros da Concessão, Intangíveis e Imobilizados;-2087.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02.01;Aquisição de Ativos Financeiros da Concessão, Intangíveis e Imobilizados;-2488.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02.02;Amortização de Empréstimos;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02.02;Amortização de Empréstimos;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02.03;Aplicações Financeiras;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02.03;Aplicações Financeiras;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02.04;Concessão de Empréstimos;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02.04;Concessão de Empréstimos;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02.05;Adiantamento para Futuro Aumento de Capital;-2.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02.05;Adiantamento para Futuro Aumento de Capital;-185.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02.06;Aquisição de Investimentos;-126.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02.06;Aquisição de Investimentos;-190.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02.07;Caixa Líquido Proveniente das (Usado nas) Atividades de Investimento da operação descontinuada;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02.07;Caixa Líquido Proveniente das (Usado nas) Atividades de Investimento da operação descontinuada;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.02.08;Alienação de Imobilizado e Investimentos;2515000.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.02.08;Alienação de Imobilizado e Investimentos;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.03;Caixa Líquido Atividades de Financiamento;-633958.0000000000;S
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.03;Caixa Líquido Atividades de Financiamento;-297890.0000000000;S
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.03.01;Empréstimos e Financiamentos Obtidos;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.03.01;Empréstimos e Financiamentos Obtidos;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.03.02;Debêntures - Captação;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.03.02;Debêntures - Captação;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.03.03;Dividendos e Juros Sobre Capital Próprio Pagos;-578061.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.03.03;Dividendos e Juros Sobre Capital Próprio Pagos;-298290.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.03.04;Amortização de Emprétimos e Financiamentos;-95164.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-09-30;6.03.04;Amortização de Emprétimos e Financiamentos;0.0000000000;N
00.070.698/0001-11;2022-09-30;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-09-30;6.03.05;Adiantamento para Aumento de Capital;44720.0000000000;N
